,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
212,Mattia Viti,Centre-Back,20,7.0,Italy,Serie A,FC Empoli,France,Ligue 1,OGC Nice,13.0,False
213,Sergio Gómez,Left-Back,21,10.0,Belgium,Jupiler Pro League,RSC Anderlecht,England,Premier League,Manchester City,13.0,False
214,Fredrik Aursnes,Defensive Midfield,26,12.0,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,SL Benfica,13.0,False
215,Salih Özcan,Defensive Midfield,24,13.0,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,Borussia Dortmund,5.0,False
216,Calvin Stengs,Right Winger,23,13.0,France,Ligue 1,OGC Nice,Belgium,Jupiler Pro League,Royal Antwerp FC,0.0,True
217,Ethan Ampadu,Centre-Back,21,13.0,England,Premier League,Chelsea FC,Italy,Serie A,Spezia Calcio,0.0,True
218,Roméo Lavia,Defensive Midfield,18,2.0,England,Premier League 2,Manchester City U21,England,Premier League,Southampton FC,12.3,False
219,Pau López,Goalkeeper,27,12.0,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,12.0,False
220,Marc Roca,Defensive Midfield,25,7.0,Germany,Bundesliga,Bayern Munich,England,Premier League,Leeds United,12.0,False
221,Agustín Álvarez,Centre-Forward,21,4.0,Uruguay,Primera División,CA Peñarol,Italy,Serie A,US Sassuolo,12.0,False
222,Chris Richards,Centre-Back,22,7.5,Germany,Bundesliga,Bayern Munich,England,Premier League,Crystal Palace,12.0,False
223,Alexis Beka Beka,Defensive Midfield,21,3.0,Russia,Premier Liga,Lokomotiv Moscow,France,Ligue 1,OGC Nice,12.0,False
224,Stanley Nsoki,Centre-Back,23,7.0,Belgium,Jupiler Pro League,Club Brugge KV,Germany,Bundesliga,TSG 1899 Hoffenheim,12.0,False
225,Gabriel Veron,Right Winger,19,12.0,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,FC Porto,10.5,False
226,Billy Gilmour,Central Midfield,21,12.0,England,Premier League,Chelsea FC,England,Premier League,Brighton & Hove Albion,10.4,False
227,Luís Maximiano,Goalkeeper,23,12.0,Spain,LaLiga2,Granada CF,Italy,Serie A,SS Lazio,10.1,False
228,Willian José,Centre-Forward,30,12.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Real Betis Balompié,10.0,False
229,Owen Wijndal,Left-Back,22,12.0,Netherlands,Eredivisie,AZ Alkmaar,Netherlands,Eredivisie,Ajax Amsterdam,10.0,False
230,Marko Grujic,Central Midfield,26,12.0,England,Premier League,Liverpool FC,Portugal,Liga Portugal,FC Porto,9.0,False
231,Samuele Ricci,Defensive Midfield,20,12.0,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,8.5,False
232,Luiz Henrique,Right Winger,21,12.0,Brazil,Série A,Fluminense Football Club,Spain,LaLiga,Real Betis Balompié,8.0,False
233,Angelo Fulgini,Attacking Midfield,25,12.0,France,Ligue 1,Angers SCO,Germany,Bundesliga,1.FSV Mainz 05,6.0,False
234,Fábio Carvalho,Attacking Midfield,19,12.0,England,Premier League,Fulham FC,England,Premier League,Liverpool FC,5.9,False
235,João Pedro,Second Striker,30,12.0,Italy,Serie B,Cagliari Calcio,Turkey,Süper Lig,Fenerbahce,4.68,False
236,Idrissa Gueye,Central Midfield,32,12.0,France,Ligue 1,Paris Saint-Germain,England,Premier League,Everton FC,4.0,False
237,Sérgio Oliveira,Central Midfield,30,12.0,Portugal,Liga Portugal,FC Porto,Turkey,Süper Lig,Galatasaray,3.0,False
238,Maxi Gómez,Centre-Forward,26,12.0,Spain,LaLiga,Valencia CF,Turkey,Süper Lig,Trabzonspor,3.0,False
239,Andrea Petagna,Centre-Forward,27,12.0,Italy,Serie A,SSC Napoli,Italy,Serie A,AC Monza,2.5,True
240,Razvan Marin,Central Midfield,26,12.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,1.0,True
241,Boulaye Dia,Centre-Forward,25,12.0,Spain,LaLiga,Villarreal CF,Italy,Serie A,US Salernitana 1919,1.0,True
242,Krzysztof Piatek,Centre-Forward,27,12.0,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Salernitana 1919,1.0,True
243,Sam Johnstone,Goalkeeper,29,12.0,England,Championship,West Bromwich Albion,England,Premier League,Crystal Palace,0.0,False
244,André Onana,Goalkeeper,26,12.0,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Inter Milan,0.0,False
245,Divock Origi,Centre-Forward,27,12.0,England,Premier League,Liverpool FC,Italy,Serie A,AC Milan,0.0,False
246,Clément Lenglet,Centre-Back,27,12.0,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,0.0,True
247,Ángel Di María,Right Winger,34,12.0,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0.0,False
248,Taty Castellanos,Centre-Forward,23,12.0,United States,MLS,New York City FC,Spain,LaLiga,Girona FC,0.0,True
249,Adnan Januzaj,Right Winger,27,12.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Sevilla FC,0.0,False
250,Loïc Badé,Centre-Back,22,12.0,France,Ligue 1,Stade Rennais FC,England,Premier League,Nottingham Forest,0.0,True
251,Marcos Alonso,Left-Back,31,12.0,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,0.0,False
252,Marcus Tavernier,Central Midfield,23,4.5,England,Championship,Middlesbrough FC,England,Premier League,AFC Bournemouth,11.9,False
253,Julio Enciso,Second Striker,18,11.0,Paraguay,Primera División Clausura,Club Libertad Asunción,England,Premier League,Brighton & Hove Albion,11.6,False
254,Jörgen Strand Larsen,Centre-Forward,22,6.0,Netherlands,Eredivisie,FC Groningen,Spain,LaLiga,Celta de Vigo,11.0,False
255,Joshua Zirkzee,Centre-Forward,21,11.0,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Bologna FC 1909,8.5,False
256,Matheus Henrique,Central Midfield,24,11.0,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Italy,Serie A,US Sassuolo,8.0,False
257,Nicolás Tagliafico,Left-Back,29,11.0,Netherlands,Eredivisie,Ajax Amsterdam,France,Ligue 1,Olympique Lyon,4.2,False
258,Mady Camara,Central Midfield,25,11.0,Greece,Super League 1,Olympiacos Piraeus,Italy,Serie A,AS Roma,1.5,True
259,Flynn Downes,Central Midfield,23,2.0,Wales,Championship,Swansea City,England,Premier League,West Ham United,10.65,False
260,Gabriel Sara,Central Midfield,23,6.5,Brazil,Série A,São Paulo Futebol Clube,England,Championship,Norwich City,10.5,False
261,James Garner,Defensive Midfield,21,7.0,England,Premier League 2,Manchester United U21,England,Premier League,Everton FC,10.4,False
262,Jakub Kaminski,Left Winger,20,10.0,Poland,Ekstraklasa,Lech Poznan,Germany,Bundesliga,VfL Wolfsburg,10.0,False
263,Rúben Vinagre,Left-Back,23,5.0,England,Premier League,Wolverhampton Wanderers,Portugal,Liga Portugal,Sporting CP,10.0,False
264,Jens Petter Hauge,Right Winger,22,8.0,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,10.0,False
265,Armel Bella-Kotchap,Centre-Back,20,10.0,Germany,Bundesliga,VfL Bochum,England,Premier League,Southampton FC,10.0,False
266,Giulian Biancone,Right-Back,22,4.0,France,Ligue 1,ESTAC Troyes,England,Premier League,Nottingham Forest,10.0,False
267,Kristian Thorstvedt,Attacking Midfield,23,5.0,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,US Sassuolo,10.0,False
268,Luis Suárez,Centre-Forward,24,9.0,Spain,LaLiga2,Granada CF,France,Ligue 1,Olympique Marseille,10.0,False
269,Junya Ito,Right Winger,29,7.5,Belgium,Jupiler Pro League,KRC Genk,France,Ligue 1,Stade Reims,10.0,False
270,Borja Mayoral,Centre-Forward,25,9.0,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,10.0,False
271,Raphael Onyedika,Defensive Midfield,21,5.0,Denmark,Superligaen,FC Midtjylland,Belgium,Jupiler Pro League,Club Brugge KV,10.0,False
272,Armand Laurienté,Right Winger,23,7.0,France,Ligue 1,FC Lorient,Italy,Serie A,US Sassuolo,10.0,False
273,El Bilal Touré,Centre-Forward,20,6.5,France,Ligue 1,Stade Reims,Spain,LaLiga,UD Almería,10.0,False
274,Ademola Lookman,Left Winger,24,10.0,Germany,Bundesliga,RB Leipzig,Italy,Serie A,Atalanta BC,9.0,False
275,Guglielmo Vicario,Goalkeeper,25,10.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,8.5,False
276,Rolando Mandragora,Defensive Midfield,25,10.0,Italy,Serie A,Juventus FC,Italy,Serie A,ACF Fiorentina,8.2,False
277,Joe Aribo,Central Midfield,25,10.0,Scotland,Premiership,Rangers FC,England,Premier League,Southampton FC,7.1,False
278,Beto,Centre-Forward,24,10.0,Portugal,Liga Portugal,Portimonense SC,Italy,Serie A,Udinese Calcio,7.0,False
279,Gianluca Caprari,Second Striker,28,10.0,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,5.0,False
280,Ozan Kabak,Centre-Back,22,10.0,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,TSG 1899 Hoffenheim,5.0,False
281,Wilfried Gnonto,Second Striker,18,10.0,Switzerland,Super League,FC Zürich,England,Premier League,Leeds United,4.5,False
282,Hugo Duro,Centre-Forward,22,10.0,Spain,LaLiga,Getafe CF,Spain,LaLiga,Valencia CF,4.0,False
283,Mario Götze,Attacking Midfield,30,10.0,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,Eintracht Frankfurt,4.0,False
284,Kristjan Asllani,Defensive Midfield,20,10.0,Italy,Serie A,FC Empoli,Italy,Serie A,Inter Milan,4.0,True
285,Trezeguet,Left Winger,27,10.0,England,Premier League,Aston Villa,Turkey,Süper Lig,Trabzonspor,4.0,False
286,Michy Batshuayi,Centre-Forward,28,10.0,England,Premier League,Chelsea FC,Turkey,Süper Lig,Fenerbahce,3.5,False
287,Gianluca Caprari,Second Striker,28,10.0,Italy,Serie A,Hellas Verona,Italy,Serie A,AC Monza,3.0,True
288,Léo Dubois,Right-Back,27,10.0,France,Ligue 1,Olympique Lyon,Turkey,Süper Lig,Galatasaray,2.5,False
289,Aster Vranckx,Central Midfield,19,10.0,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,AC Milan,2.0,True
290,Alexander Sörloth,Centre-Forward,26,10.0,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Real Sociedad,1.5,True
291,Alessio Cragno,Goalkeeper,28,10.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,AC Monza,0.4,True
292,Manu Sánchez,Left-Back,21,10.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,0.2,True
293,Cyle Larin,Left Winger,27,10.0,Turkey,Süper Lig,Besiktas JK,Belgium,Jupiler Pro League,Club Brugge KV,0.0,False
294,Ivan Perisic,Left Midfield,33,10.0,Italy,Serie A,Inter Milan,England,Premier League,Tottenham Hotspur,0.0,False
295,Pierluigi Gollini,Goalkeeper,27,10.0,Italy,Serie A,Atalanta BC,Italy,Serie A,ACF Fiorentina,0.0,True
296,Federico Bernardeschi,Right Winger,28,10.0,Italy,Serie A,Juventus FC,Canada,MLS,Toronto FC,0.0,False
297,Aleksey Miranchuk,Attacking Midfield,26,10.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Torino FC,0.0,True
298,Alex Mowatt,Central Midfield,27,10.0,England,Championship,West Bromwich Albion,England,Championship,Middlesbrough FC,0.0,True
299,Ander Herrera,Central Midfield,33,10.0,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Athletic Bilbao,0.0,True
300,Nicolò Rovella,Defensive Midfield,20,10.0,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,0.0,True
301,Stefan Posch,Centre-Back,25,10.0,Germany,Bundesliga,TSG 1899 Hoffenheim,Italy,Serie A,Bologna FC 1909,0.0,True
302,Serhou Guirassy,Centre-Forward,26,10.0,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,VfB Stuttgart,0.0,True
303,Ainsley Maitland-Niles,Right Midfield,25,10.0,England,Premier League,Arsenal FC,England,Premier League,Southampton FC,0.0,True
304,Amine Harit,Attacking Midfield,25,10.0,Germany,Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,0.0,True
305,Loïs Openda,Centre-Forward,22,7.5,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,RC Lens,9.8,False
306,Cucho Hernández,Centre-Forward,23,9.0,England,Championship,Watford FC,United States,MLS,Columbus Crew,9.55,False
307,José Manuel López,Centre-Forward,21,8.0,Argentina,Liga Profesional,Club Atlético Lanús,Brazil,Série A,Sociedade Esportiva Palmeiras,9.5,False
308,Andreas Pereira,Attacking Midfield,26,7.5,England,Premier League,Manchester United,England,Premier League,Fulham FC,9.5,False
309,Ahmetcan Kaplan,Centre-Back,19,2.8,Turkey,Süper Lig,Trabzonspor,Netherlands,Eredivisie,Ajax Amsterdam,9.5,False
310,Lewis O'Brien,Central Midfield,23,3.5,England,Championship,Huddersfield Town,England,Premier League,Nottingham Forest,9.4,False
311,Alphonse Areola,Goalkeeper,29,8.0,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,9.3,False
312,Gabriel Slonina,Goalkeeper,18,3.0,United States,MLS,Chicago Fire FC,England,Premier League,Chelsea FC,9.09,False
313,Perr Schuurs,Centre-Back,22,7.0,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Torino FC,9.0,False
314,Brandon Soppy,Right-Back,20,5.0,Italy,Serie A,Udinese Calcio,Italy,Serie A,Atalanta BC,9.0,False
315,Christopher Wooh,Centre-Back,20,3.0,France,Ligue 1,RC Lens,France,Ligue 1,Stade Rennais FC,9.0,False
316,Jhon Lucumí,Centre-Back,24,9.0,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,Bologna FC 1909,8.0,False
317,Adam Buksa,Centre-Forward,25,9.0,United States,MLS,New England Revolution,France,Ligue 1,RC Lens,6.0,False
318,Andreas Cornelius,Centre-Forward,29,9.0,Turkey,Süper Lig,Trabzonspor,Denmark,Superligaen,FC Copenhagen,6.0,False
319,Kevin Mbabu,Right-Back,27,9.0,Germany,Bundesliga,VfL Wolfsburg,England,Premier League,Fulham FC,5.5,False
320,Bernd Leno,Goalkeeper,30,9.0,England,Premier League,Arsenal FC,England,Premier League,Fulham FC,3.6,False
321,Kristijan Jakic,Defensive Midfield,25,9.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,Eintracht Frankfurt,3.5,False
322,Anwar El Ghazi,Right Winger,27,9.0,England,Premier League,Aston Villa,Netherlands,Eredivisie,PSV Eindhoven,2.5,False
323,Predrag Rajković,Goalkeeper,26,9.0,France,Ligue 1,Stade Reims,Spain,LaLiga,RCD Mallorca,2.0,False
324,Nikola Moro,Defensive Midfield,24,9.0,Russia,Premier Liga,Dynamo Moscow,Italy,Serie A,Bologna FC 1909,1.5,True
325,Ricardo Pepi,Centre-Forward,19,9.0,Germany,Bundesliga,FC Augsburg,Netherlands,Eredivisie,FC Groningen,0.5,True
326,Portu,Right Winger,30,9.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Getafe CF,0.0,True
327,Freddie Woodman,Goalkeeper,25,9.0,England,Premier League,Newcastle United,England,Championship,Preston North End,0.0,False
328,Óscar Rodríguez,Attacking Midfield,24,9.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Celta de Vigo,0.0,True
329,Unai Núñez,Centre-Back,25,9.0,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Celta de Vigo,0.0,True
330,Luca Pellegrini,Left-Back,23,9.0,Italy,Serie A,Juventus FC,Germany,Bundesliga,Eintracht Frankfurt,0.0,True
331,Paco Alcácer,Centre-Forward,28,9.0,Spain,LaLiga,Villarreal CF,United Arab Emirates,UAE Pro League,Sharjah Cultural Sports Club,0.0,False
332,Jean-Philippe Gbamin,Defensive Midfield,26,9.0,England,Premier League,Everton FC,Turkey,Süper Lig,Trabzonspor,0.0,True
333,Ilaix Moriba,Central Midfield,19,9.0,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Valencia CF,0.0,True
334,Rafinha,Central Midfield,29,9.0,France,Ligue 1,Paris Saint-Germain,Qatar,Stars League,Al-Arabi SC,0.0,False
335,Ritsu Doan,Right Winger,24,8.0,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,SC Freiburg,8.5,False
336,João Victor,Centre-Back,23,8.0,Brazil,Série A,Sport Club Corinthians Paulista,Portugal,Liga Portugal,SL Benfica,8.5,False
337,Omar Richards,Left-Back,24,7.0,Germany,Bundesliga,Bayern Munich,England,Premier League,Nottingham Forest,8.5,False
338,Andrea Cambiaso,Left-Back,22,5.0,Italy,Serie B,Genoa CFC,Italy,Serie A,Juventus FC,8.5,False
339,Giulio Maggiore,Central Midfield,24,8.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Salernitana 1919,4.5,False
340,Alexander Bah,Right-Back,24,7.0,Czech Republic,Fortuna Liga,SK Slavia Prague,Portugal,Liga Portugal,SL Benfica,8.0,False
341,Simon Adingra,Left Winger,20,1.5,Denmark,Superligaen,FC Nordsjaelland,England,Premier League,Brighton & Hove Albion,8.0,False
342,André Almeida,Central Midfield,22,5.0,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Valencia CF,8.0,False
343,Nathan Ngoumou,Right Winger,22,2.5,France,Ligue 1,FC Toulouse,Germany,Bundesliga,Borussia Mönchengladbach,8.0,False
344,Marcos Antônio,Central Midfield,22,8.0,Ukraine,Premier Liga,Shakhtar Donetsk,Italy,Serie A,SS Lazio,7.5,False
345,Kaiky,Centre-Back,18,8.0,Brazil,Série A,Santos FC,Spain,LaLiga,UD Almería,7.0,False
346,Lucas Alario,Centre-Forward,29,8.0,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,Eintracht Frankfurt,6.0,False
347,Patrick Wimmer,Right Winger,21,8.0,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,VfL Wolfsburg,5.0,False
348,Anders Dreyer,Right Winger,24,8.0,Russia,1.Division,Rubin Kazan,Denmark,Superligaen,FC Midtjylland,5.0,False
349,Francisco Conceição,Right Winger,19,8.0,Portugal,Liga Portugal,FC Porto,Netherlands,Eredivisie,Ajax Amsterdam,5.0,False
350,Flavius Daniliuc,Centre-Back,21,8.0,France,Ligue 1,OGC Nice,Italy,Serie A,US Salernitana 1919,5.0,False
351,Carlos Vinícius,Centre-Forward,27,8.0,Portugal,Liga Portugal,SL Benfica,England,Premier League,Fulham FC,5.0,False
352,Denis Bouanga,Left Winger,27,8.0,France,Ligue 2,AS Saint-Étienne,United States,MLS,Los Angeles FC,4.55,False
353,Kastriot Imeri,Central Midfield,22,8.0,Switzerland,Super League,Servette FC,Switzerland,Super League,BSC Young Boys,3.6,False
354,Enis Bardhi,Attacking Midfield,27,8.0,Spain,LaLiga2,Levante UD,Turkey,Süper Lig,Trabzonspor,3.0,False
355,Moi Gómez,Left Winger,28,8.0,Spain,LaLiga,Villarreal CF,Spain,LaLiga,CA Osasuna,1.8,False
356,Haris Seferovic,Centre-Forward,30,8.0,Portugal,Liga Portugal,SL Benfica,Turkey,Süper Lig,Galatasaray,1.0,True
357,Malang Sarr,Centre-Back,23,8.0,England,Premier League,Chelsea FC,Monaco,Ligue 1,AS Monaco,1.0,True
358,Domingos Duarte,Centre-Back,27,8.0,Spain,LaLiga2,Granada CF,Spain,LaLiga,Getafe CF,0.75,False
359,Alejandro Pozuelo,Attacking Midfield,30,8.0,Canada,MLS,Toronto FC,United States,MLS,Inter Miami CF,0.136,False
360,Romain Saïss,Centre-Back,32,8.0,England,Premier League,Wolverhampton Wanderers,Turkey,Süper Lig,Besiktas JK,0.0,False
361,Isaac Hayden,Defensive Midfield,27,8.0,England,Premier League,Newcastle United,England,Championship,Norwich City,0.0,True
362,Jordan Larsson,Centre-Forward,25,8.0,Russia,Premier Liga,Spartak Moscow,Germany,Bundesliga,FC Schalke 04,0.0,False
363,Henrikh Mkhitaryan,Attacking Midfield,33,8.0,Italy,Serie A,AS Roma,Italy,Serie A,Inter Milan,0.0,False
364,Abdallah Sima,Right Winger,21,8.0,England,Premier League,Brighton & Hove Albion,France,Ligue 1,Angers SCO,0.0,True
365,Joshua King,Centre-Forward,30,8.0,England,Championship,Watford FC,Turkey,Süper Lig,Fenerbahce,0.0,False
366,Christos Tzolis,Left Winger,20,8.0,England,Championship,Norwich City,Netherlands,Eredivisie,Twente Enschede FC,0.0,True
367,Zinho Vanheusden,Centre-Back,22,8.0,Italy,Serie A,Inter Milan,Netherlands,Eredivisie,AZ Alkmaar,0.0,True
368,Pol Lirola,Right-Back,24,8.0,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Elche CF,0.0,True
369,Jens Petter Hauge,Right Winger,22,8.0,Germany,Bundesliga,Eintracht Frankfurt,Belgium,Jupiler Pro League,KAA Gent,0.0,True
370,Reinier,Attacking Midfield,20,8.0,Spain,LaLiga,Real Madrid,Spain,LaLiga,Girona FC,0.0,True
371,Kacper Kozlowski,Central Midfield,18,8.0,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0.0,True
372,Marco Carnesecchi,Goalkeeper,22,8.0,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,0.0,True
373,Munir El Haddadi,Centre-Forward,26,8.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Getafe CF,0.0,False
374,Ez Abde,Left Winger,20,8.0,Spain,LaLiga,FC Barcelona,Spain,LaLiga,CA Osasuna,0.0,True
375,Vedat Muriqi,Centre-Forward,28,7.0,Italy,Serie A,SS Lazio,Spain,LaLiga,RCD Mallorca,7.7,False
376,Bartol Franjic,Defensive Midfield,22,4.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,VfL Wolfsburg,7.5,False
377,Jota,Left Winger,23,7.5,Portugal,Liga Portugal,SL Benfica,Scotland,Premiership,Celtic FC,7.3,False
378,Nicolò Casale,Centre-Back,24,7.5,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,7.0,False
379,Takefusa Kubo,Right Winger,21,7.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Real Sociedad,6.5,False
380,Guus Til,Attacking Midfield,24,7.5,Russia,Premier Liga,Spartak Moscow,Netherlands,Eredivisie,PSV Eindhoven,3.0,False
381,Grischa Prömel,Central Midfield,27,7.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,TSG 1899 Hoffenheim,0.0,False
382,Ezgjan Alioski,Left Midfield,30,7.5,Saudi Arabia,Without League,Al-Ahli Saudi FC,Turkey,Süper Lig,Fenerbahce,0.0,True
383,Isco,Attacking Midfield,30,7.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Sevilla FC,0.0,False
384,Alexandru Cicaldau,Central Midfield,25,7.5,Turkey,Süper Lig,Galatasaray,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0.0,True
385,Quinten Timber,Central Midfield,21,4.0,Netherlands,Eredivisie,FC Utrecht,Netherlands,Eredivisie,Feyenoord Rotterdam,7.4,False
386,Cameron Carter-Vickers,Centre-Back,24,7.0,England,Premier League,Tottenham Hotspur,Scotland,Premiership,Celtic FC,7.0,False
